23546 35 33 31 28 23 21 23 25 29 27 34 18 18 18 18 18 18 18 18 18 18 18 18
21191 35 36 29 25 24 24 17 27 23 26 34 18 18 18 18 18 18 18 18 18 18 18 18
19071 36 36 28 24 24 20 24 23 24 29 32 18 18 18 18 18 18 18 18 18 18 18 18
17163 36 35 31 20 27 22 21 23 23 28 36 18 18 18 18 18 18 18 18 18 18 18 18
15446 36 35 29 26 22 25 22 27 21 27 35 18 18 18 18 18 18 18 18 18 18 18 18
13901 36 35 21 26 24 24 22 21 23 29 34 18 18 18 18 18 18 18 18 18 18 18 18
12510 36 34 28 27 22 25 25 19 23 26 35 18 18 18 18 18 18 18 18 18 18 18 18
11259 36 35 31 18 24 24 24 19 23 30 36 18 18 18 18 18 18 18 18 18 18 18 18
10133 36 35 29 27 19 20 24 24 17 31 35 18 18 18 18 18 18 18 18 18 18 18 18
9119 36 35 28 23 23 20 27 25 24 24 36 18 18 18 18 18 18 18 18 18 18 18 18
8207 36 36 28 22 17 25 20 24 20 29 36 18 18 18 18 18 18 18 18 18 18 18 18
7386 36 36 26 21 23 22 21 22 23 30 35 18 18 18 18 18 18 18 18 18 18 18 18
6647 36 36 30 20 22 17 22 21 20 28 36 18 18 18 18 18 18 18 18 18 18 18 18
5982 36 36 30 17 21 19 20 19 21 29 36 18 18 18 18 18 18 18 18 18 18 18 18
5383 36 36 29 22 18 19 23 17 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
4844 36 35 30 15 20 17 21 21 19 28 36 18 18 18 18 18 18 18 18 18 18 18 18
4359 36 36 23 24 16 25 16 20 18 31 36 18 18 18 18 18 18 18 18 18 18 18 18
3923 36 36 32 15 17 21 19 21 17 29 36 18 18 18 18 18 18 18 18 18 18 18 18
3530 36 36 30 16 22 16 20 18 21 29 36 18 18 18 18 18 18 18 18 18 18 18 18
3177 36 36 29 16 19 22 20 21 19 28 36 18 18 18 18 18 18 18 18 18 18 18 18
2859 36 36 31 15 21 18 18 17 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
2573 36 36 29 18 15 21 17 20 17 30 36 18 18 18 18 18 18 18 18 18 18 18 18
2315 36 36 32 11 18 20 17 20 14 30 36 18 18 18 18 18 18 18 18 18 18 18 18
2083 36 36 30 13 21 19 15 21 17 28 36 18 18 18 18 18 18 18 18 18 18 18 18
1874 36 36 31 14 16 22 15 21 13 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1686 36 36 31 13 18 22 17 18 13 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1517 36 36 33 11 19 18 18 20 12 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1365 36 36 29 16 18 21 13 24 10 32 36 18 18 18 18 18 18 18 18 18 18 18 18
1228 36 36 33 9 23 15 19 19 11 33 36 18 18 18 18 18 18 18 18 18 18 18 18
1105 36 36 33 8 24 16 17 20 13 31 36 18 18 18 18 18 18 18 18 18 18 18 18
994 36 36 32 11 19 18 19 19 15 29 36 18 18 18 18 18 18 18 18 18 18 18 18
894 36 36 34 9 23 14 19 21 10 32 36 18 18 18 18 18 18 18 18 18 18 18 18
804 36 36 34 7 25 15 18 19 11 33 36 18 18 18 18 18 18 18 18 18 18 18 18
723 36 36 33 8 23 17 18 19 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
650 36 36 32 9 25 14 18 22 11 31 36 18 18 18 18 18 18 18 18 18 18 18 18
585 36 36 35 5 26 12 23 15 16 30 36 18 18 18 18 18 18 18 18 18 18 18 18
526 36 36 33 7 27 12 22 15 16 30 36 18 18 18 18 18 18 18 18 18 18 18 18
473 36 36 33 9 24 13 22 15 17 29 36 18 18 18 18 18 18 18 18 18 18 18 18
425 36 36 35 4 28 10 24 15 15 31 36 18 18 18 18 18 18 18 18 18 18 18 18
382 36 36 36 2 29 12 22 15 16 30 36 18 18 18 18 18 18 18 18 18 18 18 18
343 36 36 35 5 27 11 22 18 13 31 36 18 18 18 18 18 18 18 18 18 18 18 18
308 36 36 34 6 28 10 23 15 16 30 36 18 18 18 18 18 18 18 18 18 18 18 18
277 36 36 34 5 29 11 20 18 15 30 36 18 18 18 18 18 18 18 18 18 18 18 18
249 36 36 34 5 29 10 24 14 15 31 36 18 18 18 18 18 18 18 18 18 18 18 18
224 36 36 34 5 29 9 26 12 17 30 36 18 18 18 18 18 18 18 18 18 18 18 18
201 36 36 34 5 29 9 26 11 17 31 36 18 18 18 18 18 18 18 18 18 18 18 18
180 36 36 34 5 29 9 26 11 17 31 36 18 18 18 18 18 18 18 18 18 18 18 18
162 36 36 35 4 29 9 26 11 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
145 36 36 35 4 29 9 26 11 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
130 36 36 35 4 29 9 26 11 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
117 36 36 35 3 31 7 27 11 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
105 36 36 35 3 31 7 27 11 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
94 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
84 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
75 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
67 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
60 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
54 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
48 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
43 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
38 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
34 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
30 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
27 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
24 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
21 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
18 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
16 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
14 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
12 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
10 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
9 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
8 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
7 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
6 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
5 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
4 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
3 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
2 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
1 36 36 35 3 31 7 28 10 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
