500000 27 29 31 27 19 26 29 27 24 28 27 18 18 18 18 18 18 18 18 18 18 18 27
450000 30 30 26 29 24 24 27 25 26 26 32 18 18 18 18 18 18 18 18 18 18 18 27
405000 25 26 29 29 28 26 22 29 26 30 24 18 18 18 18 18 18 18 18 18 18 18 27
364500 25 31 27 26 25 29 25 26 23 28 27 18 18 18 18 18 18 18 18 18 18 18 27
328050 28 29 25 27 23 25 27 26 31 33 21 18 18 18 18 18 18 18 18 18 18 18 27
295245 30 31 26 29 28 27 23 25 29 24 23 18 18 18 18 18 18 18 18 18 18 18 27
265720 31 28 26 27 26 26 30 23 30 26 30 18 18 18 18 18 18 18 18 18 18 18 27
239148 32 28 28 30 26 29 30 23 25 25 29 18 18 18 18 18 18 18 18 18 18 18 27
215233 29 31 28 28 27 27 29 24 25 27 23 18 18 18 18 18 18 18 18 18 18 18 27
193709 30 27 32 27 25 26 24 25 23 28 26 18 18 18 18 18 18 18 18 18 18 18 27
174338 31 25 29 26 24 25 24 30 28 27 26 18 18 18 18 18 18 18 18 18 18 18 27
156904 29 30 27 24 31 21 28 29 26 29 27 18 18 18 18 18 18 18 18 18 18 18 27
141213 31 28 29 26 24 26 24 22 29 30 23 18 18 18 18 18 18 18 18 18 18 18 27
127091 30 28 29 24 26 27 23 25 27 28 25 18 18 18 18 18 18 18 18 18 18 18 27
114381 29 32 30 24 27 21 26 25 25 28 30 18 18 18 18 18 18 18 18 18 18 18 27
102942 33 32 28 26 23 25 17 28 29 29 26 18 18 18 18 18 18 18 18 18 18 18 27
92647 33 33 27 24 26 27 19 27 26 25 26 18 18 18 18 18 18 18 18 18 18 18 27
83382 31 30 31 31 26 22 21 26 22 24 26 18 18 18 18 18 18 18 18 18 18 18 27
75043 34 32 27 23 24 23 21 23 32 33 22 18 18 18 18 18 18 18 18 18 18 18 27
67538 30 31 26 27 26 28 27 29 25 22 30 18 18 18 18 18 18 18 18 18 18 18 27
60784 32 32 26 21 23 20 26 21 24 28 29 18 18 18 18 18 18 18 18 18 18 18 27
54705 34 31 29 27 22 25 25 27 18 29 27 18 18 18 18 18 18 18 18 18 18 18 27
49234 36 26 30 27 28 24 23 25 30 23 28 18 18 18 18 18 18 18 18 18 18 18 27
44310 32 32 26 28 24 21 24 22 22 30 30 18 18 18 18 18 18 18 18 18 18 18 27
39879 34 33 29 27 24 24 25 25 30 24 31 18 18 18 18 18 18 18 18 18 18 18 27
35891 32 30 27 24 28 22 26 22 28 29 28 18 18 18 18 18 18 18 18 18 18 18 27
32301 32 33 28 23 27 23 24 24 27 29 31 18 18 18 18 18 18 18 18 18 18 18 27
29070 34 29 27 27 25 22 21 26 25 26 31 18 18 18 18 18 18 18 18 18 18 18 27
26163 35 36 25 26 22 24 23 22 24 24 31 18 18 18 18 18 18 18 18 18 18 18 27
23546 35 33 26 24 21 20 27 23 26 32 28 18 18 18 18 18 18 18 18 18 18 18 27
21191 36 32 22 24 29 23 22 22 30 25 30 18 18 18 18 18 18 18 18 18 18 18 27
