29070 35 32 27 24 26 22 23 27 23 27 32 18 18 18 18 18 18 18 18 18 18 18 18
26163 34 34 27 29 21 22 26 23 29 30 35 18 18 18 18 18 18 18 18 18 18 18 18
23546 35 32 28 23 25 17 19 22 29 32 34 18 18 18 18 18 18 18 18 18 18 18 18
21191 35 30 23 22 25 25 22 20 25 32 33 18 18 18 18 18 18 18 18 18 18 18 18
19071 34 29 27 24 21 25 22 28 24 29 34 18 18 18 18 18 18 18 18 18 18 18 18
17163 35 31 29 23 22 24 18 25 20 30 36 18 18 18 18 18 18 18 18 18 18 18 18
15446 36 32 26 22 25 20 22 24 22 26 35 18 18 18 18 18 18 18 18 18 18 18 18
13901 36 31 28 23 21 24 19 21 28 28 33 18 18 18 18 18 18 18 18 18 18 18 18
12510 35 34 25 23 24 22 25 23 23 27 35 18 18 18 18 18 18 18 18 18 18 18 18
11259 36 34 24 24 20 18 27 20 21 29 34 18 18 18 18 18 18 18 18 18 18 18 18
10133 35 33 26 24 22 17 26 23 26 27 36 18 18 18 18 18 18 18 18 18 18 18 18
9119 36 33 24 20 24 23 24 17 23 34 34 18 18 18 18 18 18 18 18 18 18 18 18
8207 35 34 23 26 19 24 20 17 27 26 36 18 18 18 18 18 18 18 18 18 18 18 18
7386 36 34 20 23 22 24 19 23 20 30 36 18 18 18 18 18 18 18 18 18 18 18 18
6647 36 35 24 21 21 23 22 20 22 27 36 18 18 18 18 18 18 18 18 18 18 18 18
5982 36 35 22 18 24 19 19 21 19 29 36 18 18 18 18 18 18 18 18 18 18 18 18
5383 36 34 20 26 15 22 21 21 20 33 36 18 18 18 18 18 18 18 18 18 18 18 18
4844 36 35 18 22 20 21 17 21 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
4359 36 33 21 21 20 20 21 19 19 29 36 18 18 18 18 18 18 18 18 18 18 18 18
3923 36 35 21 19 20 20 19 20 19 30 36 18 18 18 18 18 18 18 18 18 18 18 18
3530 36 36 17 19 21 20 20 18 18 30 36 18 18 18 18 18 18 18 18 18 18 18 18
3177 36 36 18 18 22 14 18 21 22 27 36 18 18 18 18 18 18 18 18 18 18 18 18
2859 36 36 18 20 16 19 20 17 21 28 36 18 18 18 18 18 18 18 18 18 18 18 18
2573 36 36 19 15 21 22 19 18 16 30 36 18 18 18 18 18 18 18 18 18 18 18 18
2315 36 36 19 17 19 17 18 19 20 26 36 18 18 18 18 18 18 18 18 18 18 18 18
2083 36 36 17 21 18 15 20 20 13 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1874 36 36 18 16 20 18 20 18 15 28 36 18 18 18 18 18 18 18 18 18 18 18 18
1686 36 36 21 14 19 21 17 17 16 29 36 18 18 18 18 18 18 18 18 18 18 18 18
1517 36 36 18 20 14 21 18 19 15 29 36 18 18 18 18 18 18 18 18 18 18 18 18
1365 36 36 20 15 19 20 14 23 10 32 36 18 18 18 18 18 18 18 18 18 18 18 18
1228 36 36 17 18 19 20 14 23 11 31 36 18 18 18 18 18 18 18 18 18 18 18 18
1105 36 36 18 18 18 19 15 21 13 31 36 18 18 18 18 18 18 18 18 18 18 18 18
994 36 36 18 17 17 21 15 23 11 31 36 18 18 18 18 18 18 18 18 18 18 18 18
894 36 36 18 19 16 20 15 22 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
804 36 36 17 20 15 22 13 23 12 31 36 18 18 18 18 18 18 18 18 18 18 18 18
723 36 36 19 17 17 21 13 25 6 35 36 18 18 18 18 18 18 18 18 18 18 18 18
650 36 36 18 19 15 22 13 23 12 31 36 18 18 18 18 18 18 18 18 18 18 18 18
585 36 36 17 20 16 21 12 26 8 33 36 18 18 18 18 18 18 18 18 18 18 18 18
526 36 36 18 18 16 23 12 24 9 33 36 18 18 18 18 18 18 18 18 18 18 18 18
473 36 36 17 20 16 20 14 24 10 32 36 18 18 18 18 18 18 18 18 18 18 18 18
425 36 36 18 19 15 21 14 24 10 32 36 18 18 18 18 18 18 18 18 18 18 18 18
382 36 36 18 19 16 20 15 22 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
343 36 36 18 19 16 20 15 21 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
308 36 36 18 19 16 20 16 21 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
277 36 36 17 20 16 21 14 22 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
249 36 36 17 20 16 21 13 23 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
224 36 36 17 20 16 21 13 23 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
201 36 36 17 20 16 21 14 22 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
180 36 36 17 20 16 21 13 24 10 32 36 18 18 18 18 18 18 18 18 18 18 18 18
162 36 36 17 20 16 21 13 24 10 32 36 18 18 18 18 18 18 18 18 18 18 18 18
145 36 36 17 20 16 21 14 22 10 33 36 18 18 18 18 18 18 18 18 18 18 18 18
130 36 36 17 20 16 20 15 22 10 33 36 18 18 18 18 18 18 18 18 18 18 18 18
117 36 36 18 19 16 20 16 21 11 32 36 18 18 18 18 18 18 18 18 18 18 18 18
105 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
94 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
84 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
75 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
67 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
60 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
54 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
48 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
43 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
38 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
34 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
30 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
27 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
24 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
21 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
18 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
16 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
14 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
12 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
10 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
9 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
8 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
7 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
6 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
5 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
4 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
3 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
2 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
1 36 36 17 20 16 20 16 20 12 32 36 18 18 18 18 18 18 18 18 18 18 18 18
