0 36
1 36
2 22
3 20
4 18
5 14
6 22
7 21
8 17
9 18
10 21
11 15
12 19
13 18
14 15
15 17
16 16
17 14
18 27
19 17
20 19
21 19
22 22
23 21
24 14
25 14
26 15
27 20
28 20
29 18
30 19
31 24
32 25
33 31
