LAMMPS data file via write_data, version 17 Feb 2022, timestep = 0

460 atoms
8 atom types
0 bonds
4 bond types
0 angles
4 angle types
0 dihedrals
2 dihedral types
0 impropers
1 improper types
0.239999 8.719999  xlo xhi
0.239999 8.719999  ylo yhi
-33.739113 25.620888  zlo zhi

Masses

1 12.011
2 1.008
3 15.9994
4 15.9994
5 1.008
6 55.845
7 55.845
8 15.9994

Pair Coeffs # lj/cut/coul/cut

1 0.0988 3.31521
2 0.0161 2.4473
3 0.1463 3.04812
4 0.093 3.24287
5 0.0047 0.537925
6 9.0298e-07 4.9062
7 9.0298e-07 4.9062
8 0.1554 3.16554

Atoms # full

1 1 7 1.575000 0.258417 4.498417 19.684889 # 7
2 1 7 1.575000 6.618417 2.378417 19.684889 # 7
3 1 7 1.575000 2.378417 6.618417 19.684889 # 7
4 1 7 1.575000 4.498417 0.258417 19.684889 # 7
5 1 8 -1.050000 6.581581 0.295252 19.710672 # 8
6 1 8 -1.050000 0.295252 6.581581 19.710672 # 8
7 1 8 -1.050000 4.535252 2.341582 19.710672 # 8
8 1 8 -1.050000 2.341582 4.535252 19.710672 # 8
9 1 8 -1.050000 6.581581 6.581581 18.175102 # 8
10 1 8 -1.050000 2.415252 2.415252 15.258673 # 8
11 1 8 -1.050000 6.655252 4.461582 19.659103 # 8
12 1 8 -1.050000 2.341582 4.535252 13.774673 # 8
13 1 8 -1.050000 8.701582 6.655252 16.691103 # 8
14 1 8 -1.050000 0.295252 2.341582 16.742672 # 8
15 1 8 -1.050000 4.461582 8.701582 18.226673 # 8
16 1 8 -1.050000 4.535252 0.295252 15.207104 # 8
17 1 8 -1.050000 2.341582 6.581581 15.207104 # 8
18 1 8 -1.050000 6.655252 2.415252 18.226673 # 8
19 1 8 -1.050000 4.535252 2.341582 13.774673 # 8
20 1 8 -1.050000 4.461582 6.655252 19.659103 # 8
21 1 8 -1.050000 6.581581 4.535252 16.742672 # 8
22 1 8 -1.050000 2.415252 4.461582 16.691103 # 8
23 1 8 -1.050000 0.295252 0.295252 18.175102 # 8
24 1 8 -1.050000 8.701582 8.701582 15.258673 # 8
25 1 8 -1.050000 2.415252 8.701582 -27.828897 # 8
26 1 8 -1.050000 6.581581 2.341582 15.207104 # 8
27 1 8 -1.050000 2.415252 6.655252 18.226673 # 8
28 1 8 -1.050000 2.341582 0.295252 16.742672 # 8
29 1 8 -1.050000 6.655252 8.701582 16.691103 # 8
