500000 30 29 30 28 28 25 22 29 31 26 25 18 18 18 18 18 18 18 18 18 18 18 36
450000 31 32 28 20 29 24 24 27 28 28 26 18 18 18 18 18 18 18 18 18 18 18 36
405000 34 24 31 28 23 23 28 23 28 22 28 18 18 18 18 18 18 18 18 18 18 18 36
364500 28 28 30 29 27 28 25 24 27 29 27 18 18 18 18 18 18 18 18 18 18 18 36
328050 28 30 25 29 28 27 25 31 26 26 23 18 18 18 18 18 18 18 18 18 18 18 36
295245 33 29 27 27 28 27 26 25 25 26 27 18 18 18 18 18 18 18 18 18 18 18 36
265720 30 28 28 25 30 23 23 28 27 26 27 18 18 18 18 18 18 18 18 18 18 18 36
239148 35 29 25 27 27 26 26 20 26 23 26 18 18 18 18 18 18 18 18 18 18 18 36
215233 29 32 26 33 26 21 29 27 24 23 29 18 18 18 18 18 18 18 18 18 18 18 36
193709 32 30 31 28 27 21 26 24 23 26 28 18 18 18 18 18 18 18 18 18 18 18 36
174338 33 28 28 27 25 25 25 29 25 24 30 18 18 18 18 18 18 18 18 18 18 18 36
156904 31 30 31 25 25 28 26 22 24 29 22 18 18 18 18 18 18 18 18 18 18 18 36
141213 30 34 26 32 25 28 22 22 26 22 26 18 18 18 18 18 18 18 18 18 18 18 36
127091 34 30 26 27 30 24 25 27 23 25 29 18 18 18 18 18 18 18 18 18 18 18 36
114381 32 30 29 26 27 23 22 25 26 23 31 18 18 18 18 18 18 18 18 18 18 18 36
102942 31 31 29 29 20 24 25 21 27 25 27 18 18 18 18 18 18 18 18 18 18 18 36
92647 34 30 29 29 25 20 27 22 26 25 27 18 18 18 18 18 18 18 18 18 18 18 36
83382 31 31 36 28 25 20 26 29 26 23 19 18 18 18 18 18 18 18 18 18 18 18 36
75043 33 32 31 25 29 22 24 25 25 26 29 18 18 18 18 18 18 18 18 18 18 18 36
67538 33 33 26 24 25 26 29 28 19 25 24 18 18 18 18 18 18 18 18 18 18 18 36
60784 32 34 31 27 26 20 25 28 24 24 27 18 18 18 18 18 18 18 18 18 18 18 36
54705 34 35 29 30 21 23 27 21 24 24 26 18 18 18 18 18 18 18 18 18 18 18 36
49234 35 31 28 22 24 32 21 25 20 26 25 18 18 18 18 18 18 18 18 18 18 18 36
44310 36 33 28 26 26 22 25 28 25 23 25 18 18 18 18 18 18 18 18 18 18 18 36
39879 35 34 27 27 22 26 19 29 21 21 31 18 18 18 18 18 18 18 18 18 18 18 36
35891 36 29 31 26 25 26 21 22 23 23 21 18 18 18 18 18 18 18 18 18 18 18 36
32301 35 35 26 28 25 20 26 26 27 24 28 18 18 18 18 18 18 18 18 18 18 18 36
